,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
1861,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 10:59:55 PM,59984027,813,813,15008.0,117008.0,21.0,16.0,18.460024600245987,2.5012191114992426,276.0,16.0,143.92127921279214,130.06339379796066,2200.852570301757,27.1072163927907,36913.24738461538,38131.71698519823,161654.0,49.0,59983559.0,73871.37807881778,15421.86251835539,162098.0,80.0,59983605.0,73871.43472906401,15418.170753701914,162096.0,122.0,0,0,0,0,6504,6504,13.55360819639535,13.55360819639535,16.0,276.0,81.15058389674257,111.30457008966252,12388.7073228446,0,0,0,0,0,0,0,0,1.0,81.20049200492005,18.460024600246,143.92127921279211,0,0,0,0,0,0,813,15008,813,117008,-1,-1,813,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
937,172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.107,8805,172.21.0.110,8805,17,01/11/2022 04:35:38 PM,59892501,472,474,25992.0,9934.0,56.0,16.0,55.06779661016952,6.041229629140534,56.0,16.0,20.957805907173,1.7802986412085249,599.8413724616375,15.794965716993516,63378.307936507925,64362.24489372593,163523.0,91.0,59756673.0,126871.9171974522,18802.410714483067,164121.0,13023.0,59892501.0,126622.62367864698,19693.13897166307,164263.0,221.0,0,0,0,0,3776,3792,7.880786277400571,7.914179439592946,16.0,56.0,37.99577613516367,17.634352379133126,310.9703838314382,0,0,0,0,0,0,0,0,1.0,38.035940803382665,55.067796610169495,20.957805907173,0,0,0,0,0,0,472,25992,474,9934,-1,-1,472,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
2124,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 05:16:33 PM,55008333,11,13,176.0,208.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980760533135952,0.436297533320997,2391666.6521739126,4639656.87784696,11001801.0,14.0,55008125.0,5500812.5,5798028.202752807,11001815.0,88.0,55008156.0,4584013.0,5664967.374638879,11002109.0,22.0,0,0,0,0,88,104,0.1999697027721236,0.2363278305488733,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,11,176,13,208,-1,-1,11,0,288.4,264.94773069418807,753.0,111.0,11001297.6,633.4692573442536,11001801.0,11000304.0,Mal_Mod2
2049,172.21.0.100-172.21.0.120-80-36254-6,172.21.0.120,36254,172.21.0.100,80,6,13/10/2022 03:50:30 AM,50020573,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.71106676446909,0.5997532255378202,1724847.3448275863,3845554.136483075,10006137.0,14.0,50020456.0,3126278.5,4788681.112961021,10006137.0,116.0,50020559.0,4168379.9166666665,5151076.436266245,10006362.0,205.0,0,1,0,0,544,416,0.3398601611380981,0.2598930643997221,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,513.2,35.400564967243106,575.0,487.0,10003498.0,1999.8968723411715,10006137.0,10000514.0,Mal_Del
1425,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,01/11/2022 03:15:30 PM,55006190,12,12,192.0,192.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.98103249834246,0.4363145311464037,2391573.478260869,4639582.38123514,11001336.0,3.0,55006177.0,5000561.545454546,5745045.818358377,11001336.0,32.0,55006150.0,5000559.090909091,5745169.569277838,11001397.0,19.0,0,0,0,0,96,96,0.2181572655732018,0.2181572655732018,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,12,192,12,192,-1,-1,12,0,146.2,73.98445782730316,224.0,45.0,11001066.2,218.5033180526099,11001336.0,11000799.0,Mal_Mod
1973,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 04:27:28 PM,50012723,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.71447453480987,0.5998473628400517,1724576.6551724144,3844901.680883236,10003462.0,4.0,50012591.0,3125786.9375,4787856.873612556,10003462.0,117.0,50012714.0,4167726.1666666665,5150252.013805676,10003670.0,153.0,0,1,0,0,544,416,0.3399135056093626,0.259933857230689,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,548.6,214.86344500635747,860.0,355.0,10001822.8,1343.4342931457422,10003462.0,10000398.0,Mal_Mod2
1701,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 09:39:52 PM,59999003,814,814,15034.0,117544.0,21.0,16.0,18.46928746928748,2.5013482678571903,276.0,16.0,144.40294840294837,130.07010992857377,2209.670050684009,27.13378420638089,36877.07621389059,38181.19250225896,168015.0,18.0,59998617.0,73799.03690036904,15813.951807410736,168277.0,126.0,59998499.0,73798.89175891758,15816.630333730556,168425.0,84.0,0,0,0,0,6512,6512,13.566892103190447,13.566892103190447,16.0,276.0,81.55555555555556,111.53434102288516,12439.909227409242,0,0,0,0,0,0,0,0,1.0,81.6056511056511,18.46928746928747,144.4029484029484,0,0,0,0,0,0,814,15034,814,117544,-1,-1,814,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
1895,172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.107,8805,172.21.0.110,8805,17,22/11/2022 04:00:31 PM,59944204,516,1,28896.0,56.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,0.0,482.9824748360992,8.62468705064463,116170.93798449608,10907.911408921713,168040.0,91449.0,59831636.0,116177.93398058256,10917.358224882926,168040.0,91449.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4128,8,8.608004870662725,0.0166821799819045,56.0,56.0,56.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,56.10831721470019,56.0,56.0,0,0,0,0,0,0,516,28896,1,56,-1,-1,516,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
1162,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 10:17:59 PM,59998041,808,808,14923.0,116668.0,21.0,16.0,18.469059405940605,2.5013568771668377,276.0,16.0,144.39108910891085,130.0705576126755,2193.2549431072257,26.934212735379145,37150.48978328177,38364.243939191096,124567.0,32.0,59997651.0,74346.53159851307,15141.222239367467,124926.0,150.0,59997664.0,74346.54770755893,15145.87359441038,124894.0,78.0,0,0,0,0,6464,6464,13.467106367689572,13.467106367689572,16.0,276.0,81.55040197897338,111.53175230035316,12439.331771187331,0,0,0,0,0,0,0,0,1.0,81.60086633663366,18.469059405940595,144.3910891089109,0,0,0,0,0,0,808,14923,808,116668,-1,-1,808,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
1782,172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,04/10/2022 10:20:29 PM,50003785,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.718355920456823,0.5999545834380338,1724268.448275862,3844273.0717274807,10000731.0,5.0,50003673.0,3125229.5625,4787088.082866158,10000731.0,46.0,50003770.0,4166980.833333333,5149349.391788492,10000965.0,82.0,0,1,0,0,544,416,0.3399742639482191,0.2599803194898146,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,489.2,176.37516832025986,621.0,185.0,10000161.4,388.2181087996798,10000731.0,9999669.0,Mal_Estab
1445,172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,04/10/2022 07:32:28 PM,50003972,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.71827470025781,0.5999523397861274,1724274.8965517238,3844293.487426956,10000622.0,5.0,50003932.0,3125245.7500000005,4787111.904873745,10000622.0,65.0,50003957.0,4166996.416666667,5149436.974734077,10000943.0,90.0,0,1,0,0,544,416,0.3399729925454722,0.2599793472406552,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,437.0,194.2678563221409,602.0,186.0,10000211.8,349.07907413650565,10000622.0,9999679.0,Mal_Estab
1897,172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,04/10/2022 11:16:29 PM,50003895,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.7183081437956,0.5999532636407624,1724272.24137931,3844250.312987284,10000490.0,13.0,50003777.0,3125236.0624999995,4787052.082263773,10000490.0,106.0,50003880.0,4166990.0,5149331.941146629,10000720.0,197.0,0,1,0,0,544,416,0.3399735160630986,0.2599797475776637,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,534.0,77.64985511898911,650.0,457.0,10000116.2,321.5434651799696,10000490.0,9999614.0,Mal_Estab
339,172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.110,8805,172.21.0.107,8805,17,01/11/2022 03:47:35 PM,59924403,521,11,10891.0,181.0,21.0,16.0,20.90403071017277,0.686688731842665,21.0,16.0,16.454545454545453,1.5075567228888178,184.76612941809367,8.877852316693085,112851.98305084744,23031.28120576354,156599.0,84.0,59776490.0,114954.78846153853,17028.678443248788,156599.0,208.0,54566923.0,5456692.3,165801.37014649654,5553785.0,5008016.0,0,0,0,0,4168,88,8.694287701122363,0.1835646155707216,16.0,21.0,20.81238273921201,0.9510958004619684,0.9045832216563928,0,0,0,0,0,0,0,0,0.0,20.851503759398497,20.904030710172744,16.454545454545453,0,0,0,0,0,0,521,10891,11,181,-1,-1,521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
1427,172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,04/10/2022 07:24:27 PM,50002590,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.71887496227696,0.5999689216098606,1724227.24137931,3844178.509911612,10000996.0,7.0,50002443.0,3125152.6875000005,4786971.170044092,10000996.0,62.0,50002583.0,4166881.9166666665,5149238.289426142,10001267.0,153.0,0,1,0,0,544,416,0.3399823889122543,0.2599865326976063,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,539.6,104.0591178129048,608.0,358.0,9999916.6,843.1110840215541,10000996.0,9999063.0,Mal_Estab
1219,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,01/11/2022 02:05:05 PM,55009249,12,12,192.0,192.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980644291289998,0.4362902682056249,2391706.478260869,4639768.311616539,11002682.0,9.0,55009226.0,5000838.727272728,5745254.961915356,11002770.0,70.0,55009212.0,5000837.454545454,5745453.791077801,11002803.0,9.0,0,0,0,0,96,96,0.2181451341028124,0.2181451341028124,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,12,192,12,192,-1,-1,12,0,241.8,49.28184249802355,311.0,181.0,11001544.2,826.7001874924185,11002682.0,11000528.0,Mal_Mod
1334,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 11:02:01 PM,59947245,811,811,14981.0,117236.0,21.0,16.0,18.472256473489526,2.501388693479792,276.0,16.0,144.55733662145494,130.07221206094906,2205.55590169323,27.057123309002773,36981.6440468846,38182.85442276592,151048.0,12.0,59946851.0,74008.45802469132,15024.41342014302,151383.0,131.0,59946903.0,74008.52222222228,15016.801870584684,151369.0,34.0,0,0,0,0,6488,6488,13.528561654501386,13.528561654501386,16.0,276.0,81.63462723351819,111.57845280640753,12449.751130671708,0,0,0,0,0,0,0,0,1.0,81.6849568434032,18.47225647348952,144.557336621455,0,0,0,0,0,0,811,14981,811,117236,-1,-1,811,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
1187,172.21.0.110-172.21.0.111-2152-2152-17,172.21.0.111,2152,172.21.0.110,2152,17,04/10/2022 10:24:51 PM,59104253,59,61,5900.0,6100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,203.031074599657,2.03031074599657,496674.39495798334,486674.6023769192,987765.0,14225.0,58086996.0,1001499.9310344828,493.5861204675495,1002461.0,1000170.0,59104253.0,985070.8833333332,127424.01090421838,1004544.0,14558.0,0,0,0,0,472,488,0.9982361167816468,1.032074629214923,100.0,100.0,100.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,100.83333333333331,100.0,100.0,0,0,0,0,0,0,59,5900,61,6100,-1,-1,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
1740,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,01/11/2022 05:04:25 PM,55008286,11,13,176.0,208.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980766497614559,0.4362979061009099,2391664.6086956523,4639416.766769414,11001456.0,48.0,55007426.0,5500742.6,5797669.065132032,11001456.0,256.0,55008152.0,4584012.666666667,5664796.235928275,11001877.0,69.0,0,0,0,0,88,104,0.1999698736295837,0.2363280324713262,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,11,176,13,208,-1,-1,11,0,635.6,267.3224644507079,975.0,352.0,11000850.0,379.7703253285762,11001456.0,11000517.0,Mal_Mod
738,172.21.0.110-172.21.0.111-2152-2152-17,172.21.0.111,2152,172.21.0.110,2152,17,13/10/2022 12:41:08 AM,59391885,58,1,5800.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,99.34017079942824,0.9934017079942824,1023998.0172413794,1316.4787361956987,1028119.0,1019920.0,58367557.0,1023992.2280701756,1327.435955107549,1028119.0,1019920.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,464,8,0.9765643909096337,0.0168373170846488,100.0,100.0,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,101.69491525423727,100.0,100.0,0,0,0,0,0,0,58,5800,1,100,-1,-1,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
249,172.21.0.100-172.21.0.107-80-43186-6,172.21.0.107,43186,172.21.0.100,80,6,22/11/2022 03:27:25 PM,50005885,17,13,816.0,276.0,81.0,0.0,48.0,37.06244730181752,66.0,0.0,21.23076923076924,22.07243320733597,21.83742973452025,0.5999293883109958,1724340.8620689656,3844461.843350851,10000988.0,1.0,50005828.0,3125364.25,4787327.691785143,10000988.0,53.0,50005872.0,4167156.0,5149683.27393764,10001443.0,81.0,0,1,0,0,544,416,0.3399599867095643,0.2599694016014315,0.0,81.0,37.35483870967742,33.640797044755814,1131.7032258064517,0,0,0,1,1,0,0,0,0.0,38.6,48.0,21.23076923076923,0,0,0,0,0,0,17,816,13,276,-1,501,11,0,412.8,266.4895870385933,704.0,176.0,10000640.2,337.7080099731807,10000988.0,10000161.0,Normal
