,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
821,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,01/11/2022 04:09:36 PM,110038164,35,25,1687.0,497.0,81.0,0.0,48.2,35.930324731264506,65.0,0.0,19.879999999999995,20.441624201613724,19.84765939933349,0.5452653681135574,1865053.627118644,3929271.915499797,10008010.0,2.0,110038094.0,3236414.5294117643,4750025.526263668,10008010.0,34.0,110038160.0,4584923.333333332,5091415.249082147,10008158.0,53.0,0,1,0,0,1120,800,0.3180714647329085,0.2271939033806489,0.0,81.0,36.86885245901641,33.27234858449082,1107.0491803278685,0,0,0,1,1,0,0,0,0.0,37.48333333333333,48.2,19.88,0,0,0,0,0,0,35,1687,25,497,-1,501,23,0,264.6363636363636,81.5368293806826,366.0,152.0,10003178.272727272,2387.5257942444005,10008010.0,10000723.0,Mal_Mod
736,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 01:23:19 PM,110025139,24,26,504.0,898.0,126.0,16.0,21.0,22.40923722582896,458.0,16.0,34.53846153846153,86.7244974706597,12.74254241114842,0.4544415981151362,2245411.0,4352704.854651703,11004051.0,7.0,110024911.0,4783691.782608696,5351886.927949473,11004051.0,132.0,110024999.0,4400999.96,5292696.669074514,11004506.0,33.0,0,0,0,0,192,208,0.2181319670952654,0.2363096310198708,16.0,458.0,27.80392156862746,63.56225911902223,4040.160784313725,0,0,0,0,0,0,0,0,1.0,28.36,21.0,34.53846153846154,0,0,0,0,0,0,24,504,26,898,-1,-1,24,0,348266.6,1100114.781208175,3479248.0,132.0,10654203.3,1099560.3065662251,11004051.0,7524802.0,Mal_Mod2
314,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.120,8805,172.21.0.110,8805,17,01/11/2022 01:47:51 PM,110013109,22,22,352.0,352.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.399237385428313,0.3999523365892695,2558444.395348837,4702437.803787359,11001486.0,13.0,110012875.0,5238708.333333335,5630042.165592521,11001911.0,13.0,110013109.0,5238719.476190476,5629730.458535627,11001486.0,112.0,0,0,0,0,176,176,0.1999761682946347,0.1999761682946347,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.363636363636363,16.0,16.0,0,0,0,0,0,0,22,352,22,352,-1,-1,22,0,349.1,197.9688247062036,682.0,112.0,11000932.3,352.69598176846324,11001486.0,11000456.0,Mal_Mod
438,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 08:56:42 PM,119931880,1611,1611,29746.0,232216.0,21.0,16.0,18.46430788330232,2.500521399453352,276.0,16.0,144.14400993171927,130.02711277157422,2184.2565963278485,26.86525050720459,37234.36199937914,38475.53412698925,142242.0,7.0,119931547.0,74491.6440993788,15343.581524960027,142404.0,145.0,119931505.0,74491.61801242233,15357.211979798469,142589.0,72.0,0,0,0,0,12888,12888,13.432625253602296,13.432625253602296,16.0,276.0,81.28389699038162,111.3623458700037,12401.57207767033,0,0,0,0,0,0,0,0,1.0,81.30912476722533,18.464307883302297,144.14400993171944,0,0,0,0,0,0,1611,29746,1611,232216,-1,-1,1611,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
261,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 07:28:40 PM,119952755,1543,1543,28488.0,222288.0,21.0,16.0,18.46273493195078,2.500532661618415,276.0,16.0,144.06221646143874,130.02769840415743,2090.6230957346497,25.72679552045303,38882.57860615871,40716.7887559424,130973.0,9.0,119952401.0,77790.14332036323,18493.439794910315,131314.0,38.0,119952417.0,77790.1536964982,18491.643091189155,131421.0,44.0,0,0,0,0,12344,12344,12.863397760226515,12.863397760226515,16.0,276.0,81.24133462908978,111.3392741204378,12396.433961665993,0,0,0,0,0,0,0,0,1.0,81.26766040181465,18.462734931950745,144.06221646143877,0,0,0,0,0,0,1543,28488,1543,222288,-1,-1,1543,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
1079,172.21.0.100-172.21.0.120-80-36254-6,172.21.0.120,36254,172.21.0.100,80,6,13/10/2022 03:55:31 AM,110033174,35,25,1687.0,485.0,81.0,0.0,48.2,35.930324731264506,65.0,0.0,19.399999999999995,19.91230775173988,19.739501470711005,0.5452900958759946,1864969.050847457,3928885.515134221,10004637.0,4.0,110033050.0,3236266.176470588,4749508.517392015,10004637.0,39.0,110033154.0,4584714.75,5090914.397905967,10004921.0,92.0,0,1,0,0,1120,800,0.3180858892609968,0.2272042066149977,0.0,81.0,36.672131147541,33.24691530126036,1105.35737704918,0,0,0,1,1,0,0,0,0.0,37.28333333333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,661.3636363636363,245.5277062684669,1168.0,193.0,10002293.545454543,1566.606738376654,10004637.0,9999922.0,Mal_Del
1028,172.21.0.100-172.21.0.120-80-36254-6,172.21.0.120,36254,172.21.0.100,80,6,13/10/2022 03:21:30 AM,110035616,35,25,1687.0,497.0,81.0,0.0,48.2,35.930324731264506,65.0,0.0,19.880000000000003,20.441624201613728,19.84811899448993,0.5452779943541189,1865010.440677966,3929027.02515232,10006517.0,13.0,110035501.0,3236338.264705883,4749692.706144225,10006517.0,107.0,110035592.0,4584816.333333333,5091099.329891086,10006868.0,224.0,0,1,0,0,1120,800,0.3180788300399027,0.2271991643142162,0.0,81.0,36.8688524590164,33.27234858449082,1107.0491803278685,0,0,0,1,1,0,0,0,0.0,37.48333333333333,48.2,19.88,0,0,0,0,0,0,35,1687,25,497,-1,501,23,0,548.2727272727274,63.02553595026529,680.0,501.0,10002628.000000002,1743.454329771509,10006517.0,9999366.0,Mal_Del
912,172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,04/10/2022 10:10:29 PM,110008710,35,25,1687.0,485.0,81.0,0.0,48.2,35.930324731264506,65.0,0.0,19.399999999999995,19.91230775173988,19.74389118825228,0.5454113587914994,1864554.4067796608,3928082.224885746,10000791.0,12.0,110008572.0,3235546.2352941176,4748554.940928406,10000791.0,107.0,110008694.0,4583695.583333333,5089878.446565463,10001028.0,198.0,0,1,0,0,1120,800,0.3181566259617079,0.2272547328297914,0.0,81.0,36.672131147541,33.24691530126036,1105.35737704918,0,0,0,1,1,0,0,0,0.0,37.28333333333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,525.4545454545454,44.13697687056429,582.0,454.0,10000215.272727272,351.81645524585684,10000791.0,9999728.0,Mal_Estab
608,172.21.0.110-172.21.0.111-2152-2152-17,172.21.0.111,2152,172.21.0.110,2152,17,04/10/2022 10:20:51 PM,119188403,119,121,11900.0,12100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,201.3618724298202,2.013618724298202,498696.2468619247,485422.5723016853,987070.0,14430.0,118170673.0,1001446.3813559322,441.5087752511728,1002483.0,1000356.0,119188403.0,993236.6916666664,89909.22666608833,1005539.0,16633.0,0,0,0,0,952,968,0.998419284131192,1.0151994401670104,100.0,100.0,100.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,100.41666666666669,100.0,100.0,0,0,0,0,0,0,119,11900,121,12100,-1,-1,119,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
587,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 02:50:24 AM,110013528,21,23,336.0,368.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.39921301314871,0.3999508133217944,2558454.139534884,4702407.310968189,11001478.0,40.0,110013100.0,5500655.0,5643137.745627506,11001594.0,91.0,110013488.0,5000613.090909091,5606684.7759689335,11001689.0,61.0,0,0,0,0,168,184,0.1908856154490382,0.2090651978727561,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.363636363636363,16.0,16.0,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,434.8999999999999,73.30219035684479,523.0,271.0,11000887.3,356.02498351782754,11001478.0,11000353.0,Mal_Del
810,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 02:11:43 PM,110014643,21,23,336.0,368.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.39914815703215,0.3999467598145094,2558480.0697674416,4702446.623887983,11001963.0,5.0,110014251.0,5500712.55,5643179.358864875,11001963.0,27.0,110014529.0,5000660.409090909,5606753.533024323,11002508.0,14.0,0,0,0,0,168,184,0.1908836808205613,0.2090630789939481,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.363636363636363,16.0,16.0,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,407.9,350.7067309178869,1303.0,79.0,11000983.8,509.5598972532517,11001963.0,11000087.0,Mal_Mod2
824,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,01/11/2022 04:11:37 PM,110040019,35,25,1687.0,485.0,81.0,0.0,48.2,35.930324731264506,65.0,0.0,19.399999999999995,19.91230775173988,19.73827358208653,0.5452561763007329,1865085.0677966103,3929304.6574242334,10007816.0,2.0,110039985.0,3236470.147058823,4750056.157576061,10007816.0,45.0,110040013.0,4585000.541666668,5091497.901996741,10007989.0,54.0,0,1,0,0,1120,800,0.3180661028420942,0.2271900734586387,0.0,81.0,36.672131147541,33.24691530126036,1105.35737704918,0,0,0,1,1,0,0,0,0.0,37.28333333333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,313.3636363636363,143.1322973526749,593.0,162.0,10003277.545454549,2297.79065032632,10007816.0,10000473.0,Mal_Mod
735,151.101.241.63-172.21.0.120-443-41812-6,172.21.0.120,41812,151.101.241.63,443,6,04/10/2022 07:23:25 PM,-109,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-18348.623853211007,-109.0,0.0,-109.0,-109.0,0.0,0.0,0.0,0.0,0.0,-109.0,-109.0,0.0,-109.0,-109.0,0,0,0,0,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,293,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
903,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 03:14:15 PM,110014338,21,23,336.0,368.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.399165897812338,0.3999478686132711,2558472.9767441857,4702427.177912009,11001975.0,16.0,110013502.0,5500675.100000001,5643222.087037594,11001975.0,38.0,110014299.0,5000649.954545454,5606625.29790889,11002181.0,16.0,0,0,0,0,168,184,0.1908842100199703,0.2090636585933008,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.363636363636363,16.0,16.0,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,459.9,243.1627027321419,836.0,139.0,11000941.8,477.42685303608863,11001975.0,11000279.0,Mal_Mod2
871,172.21.0.100-172.21.0.120-80-36254-6,172.21.0.120,36254,172.21.0.100,80,6,13/10/2022 01:37:28 AM,110031786,35,25,1687.0,485.0,81.0,0.0,48.2,35.930324731264506,65.0,0.0,19.399999999999995,19.91230775173988,19.73975047537627,0.545296974457908,1864945.525423729,3928716.985844305,10005675.0,16.0,110031633.0,3236224.5,4749276.242382637,10005675.0,127.0,110031767.0,4584656.958333333,5090652.692558396,10006016.0,238.0,0,1,0,0,1120,800,0.318089901767113,0.227207072690795,0.0,81.0,36.672131147541,33.24691530126036,1105.35737704918,0,0,0,1,1,0,0,0,0.0,37.28333333333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,910.0909090909092,862.8381603227172,3509.0,582.0,10001920.818181818,2256.757799064384,10005675.0,9997790.0,Mal_Del
771,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,01/11/2022 03:36:46 PM,110010843,22,22,352.0,352.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.399369196725454,0.3999605747953408,2558391.697674419,4702412.348833727,11001641.0,7.0,110010631.0,5238601.476190476,5629766.415801829,11001780.0,30.0,110010801.0,5238609.571428573,5629900.951961931,11001694.0,21.0,0,0,0,0,176,176,0.1999802873976704,0.1999802873976704,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.363636363636363,16.0,16.0,0,0,0,0,0,0,22,352,22,352,-1,-1,22,0,216.8,106.23746984938975,381.0,46.0,11000833.9,453.7947284352767,11001641.0,11000150.0,Mal_Mod
656,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 03:36:47 AM,110010978,22,22,352.0,352.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.399361343737895,0.3999600839836184,2558394.8372093025,4702303.821739893,11001264.0,35.0,110010902.0,5238614.3809523815,5629579.798478573,11001339.0,104.0,110010823.0,5238610.619047619,5629863.579733957,11001343.0,35.0,0,0,0,0,176,176,0.1999800419918092,0.1999800419918092,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.363636363636363,16.0,16.0,0,0,0,0,0,0,22,352,22,352,-1,-1,22,0,396.2000000000001,101.20913441428542,625.0,292.0,11000642.2,321.1295342659281,11001264.0,11000158.0,Mal_Del
913,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 10:10:33 PM,119979397,1627,1627,30047.0,234812.0,21.0,16.0,18.467732022126587,2.500560322344512,276.0,16.0,144.32206515058363,130.0291367619145,2207.537349100029,27.12132317184425,36882.69197663703,38198.89679814234,137933.0,1.0,119978951.0,73787.79274292744,15970.193629636911,138409.0,69.0,119978986.0,73787.81426814265,15970.102615149515,138353.0,43.0,0,0,0,0,13016,13016,13.560661585922125,13.560661585922125,16.0,276.0,81.45468509984651,111.4593190318004,12423.179799032663,0,0,0,0,0,0,0,0,1.0,81.47971727105102,18.46773202212661,144.3220651505839,0,0,0,0,0,0,1627,30047,1627,234812,-1,-1,1627,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
952,172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,04/10/2022 10:50:29 PM,110008608,35,25,1687.0,485.0,81.0,0.0,48.2,35.930324731264506,65.0,0.0,19.399999999999995,19.91230775173988,19.74390949479153,0.5454118644970037,1864552.677966102,3928063.174733791,10000550.0,13.0,110008509.0,3235544.3823529407,4748527.331655906,10000550.0,97.0,110008592.0,4583691.333333333,5089859.971001744,10000809.0,185.0,0,1,0,0,1120,800,0.3181569209565855,0.2272549435404182,0.0,81.0,36.672131147541,33.24691530126036,1105.35737704918,0,0,0,1,1,0,0,0,0.0,37.28333333333333,48.2,19.4,0,0,0,0,0,0,35,1687,25,485,-1,501,23,0,558.090909090909,74.08165028595752,668.0,468.0,10000174.090909092,235.8170708602861,10000550.0,9999797.0,Mal_Estab
906,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 02:00:43 AM,110014394,21,23,336.0,368.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.39916264048139,0.3999476650300869,2558474.279069768,4702433.688500816,11001188.0,5.0,110013699.0,5500684.95,5643160.26154589,11001188.0,122.0,110014194.0,5000645.181818183,5606710.383332753,11001566.0,56.0,0,0,0,0,168,184,0.1908841128552687,0.2090635521748181,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.363636363636363,16.0,16.0,0,0,0,0,0,0,21,336,23,368,-1,-1,21,0,434.0,161.3119820582326,695.0,146.0,11000954.800000004,194.7401687714977,11001188.0,11000637.0,Mal_Del
