,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
516,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 01:47:31 PM,231030616,43,45,688.0,720.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.094430358961602,0.3809018974351001,2655524.32183908,4734814.328711046,11001984.0,11.0,231030171.0,5500718.357142859,5567051.959342206,11001984.0,30.0,231030558.0,5250694.499999998,5558483.782950505,11002543.0,11.0,0,0,0,0,344,360,0.1861225180648784,0.1947793793702216,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.181818181818183,16.0,16.0,0,0,0,0,0,0,43,688,45,720,-1,-1,43,0,373.5238095238095,171.1232360165092,712.0,123.0,11001072.57142857,461.939776532377,11001984.0,11000386.0,Mal_Mod2
726,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 03:43:34 AM,231030003,43,45,688.0,720.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.094446529527163,0.3809029080954477,2655517.275862069,4734745.78341908,11001806.0,2.0,231029475.0,5500701.785714285,5566948.1389462,11001814.0,113.0,231029824.0,5250677.818181818,5558404.393254079,11001830.0,80.0,0,0,0,0,344,360,0.1861230119102755,0.1947798961851721,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.181818181818183,16.0,16.0,0,0,0,0,0,0,43,688,45,720,-1,-1,43,0,459.047619047619,136.06449801122855,886.0,201.0,11000944.714285713,313.7335083882793,11001806.0,11000377.0,Mal_Del
51,172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.110,8805,172.21.0.107,8805,17,13/10/2022 12:42:00 AM,239855393,1444,45,30104.0,725.0,21.0,16.0,20.847645429362867,0.8596934111841423,21.0,16.0,16.111111111111118,0.74535599249993,128.53161071095866,6.207907111765463,161193.1404569894,40042.4213708896,236065.0,104.0,239691332.0,166106.25918225924,28947.47780347076,236065.0,1186.0,236833486.0,5382579.227272727,3005224.620739416,8490968.0,2510316.0,0,0,0,0,11552,360,6.020294069435412,0.1876130423300509,16.0,21.0,20.704697986577173,1.179084320501104,1.3902398348515506,0,0,0,0,0,0,0,0,0.0,20.718603089321693,20.84764542936288,16.11111111111111,0,0,0,0,0,0,1444,30104,45,725,-1,-1,1444,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
523,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,01/11/2022 02:59:35 PM,230075602,71,49,3439.0,905.0,81.0,0.0,48.43661971830986,35.46939622280682,65.0,0.0,18.46938775510204,18.769547633529875,18.880750337013136,0.5215676888677662,1933408.4201680664,3966538.841694333,10006462.0,2.0,230075558.0,3286793.685714286,4732196.230884019,10006462.0,42.0,230075600.0,4793241.666666665,5050066.619626009,10006597.0,63.0,0,1,0,0,2272,1568,0.3085942159134283,0.2129734729543378,0.0,81.0,36.43801652892562,33.14535979640374,1098.6148760330573,0,0,0,1,1,0,0,0,0.0,36.74166666666667,48.436619718309856,18.46938775510204,0,0,0,0,0,0,71,3439,49,905,-1,501,47,0,284.2608695652174,86.92798345930035,576.0,193.0,10002988.260869564,1967.2006233453903,10006462.0,9999983.0,Mal_Mod
299,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 08:52:40 PM,239939419,3227,3227,59592.0,465552.0,21.0,16.0,18.46668732568946,2.5001654556229385,276.0,16.0,144.26774093585354,130.008603692393,2188.652461478204,26.89845639744589,37182.61568262837,38367.062757283646,164902.0,19.0,239939064.0,74376.64724116563,15110.199894537707,165231.0,81.0,239939088.0,74376.6546807192,15106.284693775648,165230.0,50.0,0,0,0,0,25816,25816,13.449228198722944,13.449228198722944,16.0,276.0,81.39736638264912,111.4179921446273,12413.968973540232,0,0,0,0,0,0,0,0,1.0,81.40997830802603,18.46668732568949,144.26774093585374,0,0,0,0,0,0,3227,59592,3227,465552,-1,-1,3227,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
649,172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.107,8805,172.21.0.110,8805,17,01/11/2022 04:59:29 PM,239915498,1845,1,103320.0,56.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,0.0,430.8850443667461,7.694375792263324,130035.50027100272,11681.3560988277,191191.0,99758.0,239799903.0,130043.33134490212,11679.679450874306,191191.0,99758.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,14760,8,7.690207658031329,0.0041681342319953,56.0,56.0,56.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,56.030335861321774,56.0,56.0,0,0,0,0,0,0,1845,103320,1,56,-1,-1,1845,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
255,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 02:19:58 PM,231031061,43,45,688.0,720.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.094418620187179,0.3809011637616987,2655529.436781609,4734895.123887385,11002061.0,5.0,231030983.0,5500737.690476189,5567190.860308291,11002061.0,69.0,231031051.0,5250705.704545455,5558510.052569058,11002655.0,7.0,0,0,0,0,344,360,0.1861221595653755,0.1947790041963232,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.181818181818183,16.0,16.0,0,0,0,0,0,0,43,688,45,720,-1,-1,43,0,244.28571428571428,143.9576822740429,713.0,73.0,11001220.095238095,484.8153158438315,11002061.0,11000215.0,Mal_Mod2
552,172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,04/10/2022 08:32:28 PM,230016357,71,49,3439.0,917.0,81.0,0.0,48.43661971830986,35.46939622280682,65.0,0.0,18.71428571428572,19.06567596493762,18.937783629013826,0.5217020283474884,1932910.5630252096,3965375.10060384,10001149.0,13.0,230016221.0,3285946.014285715,4730774.558566586,10001149.0,98.0,230016343.0,4792007.145833334,5048562.492806113,10001404.0,232.0,0,1,0,0,2272,1568,0.3086737001055972,0.213028328241891,0.0,81.0,36.53719008264462,33.15897096370605,1099.5173553719007,0,0,0,1,1,0,0,0,0.0,36.84166666666667,48.436619718309856,18.714285714285715,0,0,0,0,0,0,71,3439,49,917,-1,501,47,0,566.7826086956522,81.82406654287385,872.0,474.0,10000123.04347826,517.9724877095745,10001149.0,9998905.0,Mal_Estab
623,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 03:35:27 PM,230076984,71,49,3439.0,917.0,81.0,0.0,48.43661971830986,35.46939622280682,65.0,0.0,18.714285714285715,19.06567596493762,18.93279338188821,0.5215645559748818,1933420.0336134448,3966511.841569188,10008395.0,2.0,230076799.0,3286811.4142857133,4732153.219638087,10008395.0,44.0,230076978.0,4793270.375000001,5050063.571423903,10008717.0,54.0,0,1,0,0,2272,1568,0.3085923622851384,0.2129721936897434,0.0,81.0,36.53719008264462,33.15897096370604,1099.5173553719003,0,0,0,1,1,0,0,0,0.0,36.84166666666667,48.436619718309856,18.714285714285715,0,0,0,0,0,0,71,3439,49,917,-1,501,47,0,382.4347826086957,182.0890955965729,915.0,176.0,10002944.869565217,2329.690133596561,10008395.0,10000299.0,Mal_Mod2
251,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 08:12:40 PM,239996150,3053,3053,56373.0,440148.0,21.0,16.0,18.46478873239442,2.5001615143587954,276.0,16.0,144.16901408450676,130.00839874665726,2068.870688133956,25.44207479994992,39311.4086814087,40993.72142774586,182128.0,0.0,239995896.0,78635.61467889886,17994.949707452182,182511.0,54.0,239995811.0,78635.58682830934,17991.64056104958,182376.0,37.0,0,0,0,0,24424,24424,12.721037399974955,12.721037399974955,16.0,276.0,81.34878008842313,111.39139299520264,12408.042433411683,0,0,0,0,0,0,0,0,1.0,81.36210284965608,18.464788732394368,144.16901408450704,0,0,0,0,0,0,3053,56373,3053,440148,-1,-1,3053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
590,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 09:20:30 PM,239925517,3210,3210,59275.0,462940.0,21.0,16.0,18.46573208722736,2.5001545935121583,276.0,16.0,144.21806853582527,130.0080388626324,2176.571323174433,26.75830432825534,37377.39788128993,38521.093016093655,148386.0,8.0,239925128.0,74766.32221875987,15342.604236638004,148810.0,104.0,239925090.0,74766.31037706463,15343.939419011154,148987.0,14.0,0,0,0,0,25680,25680,13.37915216412767,13.37915216412767,16.0,276.0,81.37221616570646,111.40399692164988,12410.850530118978,0,0,0,0,0,0,0,0,1.0,81.38489096573208,18.465732087227416,144.21806853582555,0,0,0,0,0,0,3210,59275,3210,462940,-1,-1,3210,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
290,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 02:48:13 PM,231033513,43,45,688.0,720.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.094353939032213,0.3808971211895133,2655557.6206896543,4734875.567951482,11002353.0,9.0,231033214.0,5500790.809523809,5567113.289537502,11002385.0,57.0,231033500.0,5250761.363636361,5558572.976296424,11002380.0,9.0,0,0,0,0,344,360,0.1861201842176031,0.1947769369719102,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.181818181818183,16.0,16.0,0,0,0,0,0,0,43,688,45,720,-1,-1,43,0,370.7619047619047,250.2410647279748,1135.0,197.0,11001213.809523808,435.303069027636,11002353.0,11000483.0,Mal_Mod2
684,172.21.0.100-172.21.0.120-80-36254-6,172.21.0.120,36254,172.21.0.100,80,6,13/10/2022 03:05:30 AM,230083422,71,49,3439.0,905.0,81.0,0.0,48.43661971830986,35.46939622280682,65.0,0.0,18.46938775510204,18.769547633529875,18.880108624253683,0.5215499619959582,1933474.1344537807,3966534.6272023865,10008036.0,13.0,230083305.0,3286904.357142857,4732158.513240156,10008036.0,105.0,230083401.0,4793404.187500002,5050055.165120496,10008330.0,206.0,0,1,0,0,2272,1568,0.3085837275142752,0.2129662344816829,0.0,81.0,36.43801652892562,33.14535979640374,1098.6148760330573,0,0,0,1,1,0,0,0,0.0,36.74166666666667,48.436619718309856,18.46938775510204,0,0,0,0,0,0,71,3439,49,905,-1,501,47,0,551.7826086956521,51.57955595859056,639.0,479.0,10003045.391304346,2011.3480947122084,10008036.0,10000444.0,Mal_Del
237,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.120,8805,172.21.0.110,8805,17,01/11/2022 01:51:53 PM,231035008,44,44,704.0,704.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.094314503194251,0.3808946564496407,2655574.8045977005,4732638.322132424,11001223.0,18.0,231034819.0,5372902.76744186,5560388.877327452,11001530.0,18.0,231035008.0,5372907.162790697,5560109.427883783,11001223.0,51.0,0,0,0,0,352,352,0.1904473282248203,0.1904473282248203,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.181818181818183,16.0,16.0,0,0,0,0,0,0,44,704,44,704,-1,-1,44,0,4178.904761904762,2172.895899594868,6963.0,215.0,10997286.80952381,2087.77888242608,11001223.0,10994724.0,Mal_Mod
511,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,01/11/2022 02:47:35 PM,230078943,71,49,3439.0,905.0,81.0,0.0,48.43661971830986,35.46939622280682,65.0,0.0,18.46938775510204,18.769547633529875,18.88047616769519,0.5215601151297014,1933436.4957983184,3966563.497934951,10005526.0,2.0,230078899.0,3286841.414285714,4732217.727167667,10005526.0,32.0,230078941.0,4793311.270833337,5050113.29249694,10005707.0,48.0,0,1,0,0,2272,1568,0.3085897347850733,0.212970380344628,0.0,81.0,36.43801652892562,33.14535979640374,1098.6148760330573,0,0,0,1,1,0,0,0,0.0,36.74166666666667,48.436619718309856,18.46938775510204,0,0,0,0,0,0,71,3439,49,905,-1,501,47,0,355.5217391304348,196.09989791041275,805.0,151.0,10003066.565217389,1561.5744044243106,10005526.0,10000273.0,Mal_Mod
260,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 02:24:00 PM,231032077,43,45,688.0,720.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.094391819020006,0.3808994886887504,2655541.1149425283,4734902.254556001,11002775.0,7.0,231031738.0,5500755.666666668,5567183.76182158,11002863.0,28.0,231031971.0,5250726.613636364,5558539.097425021,11002875.0,7.0,0,0,0,0,344,360,0.1861213410638212,0.1947781476249291,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.181818181818183,16.0,16.0,0,0,0,0,0,0,43,688,45,720,-1,-1,43,0,266.42857142857133,99.19706216847926,468.0,107.0,11001244.333333334,663.2594766252329,11002775.0,11000278.0,Mal_Mod2
647,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 03:59:28 PM,230091104,71,49,3439.0,905.0,81.0,0.0,48.43661971830986,35.46939622280682,65.0,0.0,18.46938775510204,18.769547633529875,18.879478278308405,0.5215325491245415,1933538.6890756297,3966784.460451607,10008588.0,1.0,230091017.0,3287014.528571428,4732484.492406833,10008588.0,47.0,230091100.0,4793564.583333333,5050391.803847334,10008786.0,53.0,0,1,0,0,2272,1568,0.3085734248986871,0.2129591242258544,0.0,81.0,36.43801652892562,33.14535979640374,1098.6148760330573,0,0,0,1,1,0,0,0,0.0,36.74166666666667,48.436619718309856,18.46938775510204,0,0,0,0,0,0,71,3439,49,905,-1,501,47,0,330.695652173913,171.93191960842276,902.0,171.0,10003618.13043478,2394.3578433921944,10008588.0,10000094.0,Mal_Mod2
320,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 09:08:40 PM,239995666,3245,3245,59925.0,468180.0,21.0,16.0,18.466872110939896,2.500165762194221,276.0,16.0,144.27734976887507,130.00861963409977,2200.477236951437,27.04215500291576,36985.00015410698,38227.57359182512,125201.0,2.0,239995313.0,73981.29254007383,15359.305354667398,125548.0,81.0,239995271.0,73981.2795930951,15354.437090661426,125491.0,81.0,0,0,0,0,25960,25960,13.52107750145788,13.52107750145788,16.0,276.0,81.36203974734242,111.39734348991094,12409.368136609204,0,0,0,0,0,0,0,0,1.0,81.37457627118644,18.466872110939907,144.27734976887518,0,0,0,0,0,0,3245,59925,3245,468180,-1,-1,3245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
138,172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.110,8805,172.21.0.107,8805,17,13/10/2022 02:26:02 AM,239847774,1424,44,29689.0,709.0,21.0,16.0,20.849016853932604,0.855940599765621,21.0,16.0,16.11363636363637,0.7537783614444091,126.73872053530089,6.12054877774267,163495.4151329243,40444.302011185966,243900.0,79.0,239684043.0,168435.72944483496,29236.252128423737,243900.0,3100.0,235072325.0,5466798.255813954,512337.1612986201,5964415.0,4045697.0,0,0,0,0,11392,352,5.93709908685665,0.18344969088602,16.0,21.0,20.707283866575874,1.174238712921465,1.3788365549234587,0,0,0,0,0,0,0,0,0.0,20.72138964577657,20.849016853932586,16.113636363636363,0,0,0,0,0,0,1424,29689,44,709,-1,-1,1424,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
285,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 02:44:11 PM,231042530,43,45,688.0,720.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.094116091959346,0.3808822557474591,2655661.264367816,4734951.131665363,11003804.0,11.0,231042165.0,5501003.928571429,5567185.013396637,11004818.0,73.0,231042465.0,5250965.113636363,5558705.890013363,11003864.0,27.0,0,0,0,0,344,360,0.1861129204220539,0.1947693353254052,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.181818181818183,16.0,16.0,0,0,0,0,0,0,43,688,45,720,-1,-1,43,0,553.0000000000001,283.3681351175534,1290.0,207.0,11001450.619047618,825.9595920014377,11003804.0,11000327.0,Mal_Mod2
